condition	Sentence	question	options	answer	list	itemID	block	RNDM
AttachHigh	Despite the good press, we didn't really like the commanders of the soldier who whistle very loudly and for no reason at all.	Who whistles loudly?	(r) The commanders　　　　　　　　　　　The soldier (u)	r	l	72	2	Attach
AttachMulti	In the lobby, Clyde bumped into the chauffeur of the CEO who is reckless and very unpopular with the company.	Where was Clyde?	(r) In the lobby　　　　　　　　　　　At the company's offices (u)	r	m	49	2	Attach
AttachHigh	Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.	Where was the resort?	(r) The desert　　　　　　　　　　　The seaside (u)	r	m	50	2	Attach
AttachLow	From the gallery, Franny observed the nurses of the surgeon who was in charge of the operation currently underway.	Where was Franny?	(r) The gallery　　　　　　　　　　　The operating room (u)	r	m	51	2	Attach
AttachMulti	On the fishing trip, we laughed at the uncle of the sailor who was confused about the motor on the boat.	Who got confused?	(r) The uncle　　　　　　　　　　　The sailor (u)	NA	m	55	2	Attach
AttachHigh	At trial, we scrutinized the prisoner of the FBI agents who was lying about the incident at the casino.	Who lied?	(r) The prisoner　　　　　　　　　　　The FBI agents (u)	r	m	56	2	Attach
AttachLow	During the demonstration, someone photographed the soldiers of the lieutenant who was camouflaged and hiding in the trees.	Who hid in the trees?	(r) The soldiers　　　　　　　　　　　The lieutenant (u)	u	m	57	2	Attach
AttachMulti	No one quite knew how to respond to the buddies of the janitors who burp without excusing themselves.	Did everyone excuse themselves?	(r) Yes　　　　　　　　　　　No (u)	u	m	61	2	Attach
AttachHigh	The cunning Wally outmaneuvered the henchmen of the villain who often fail to carry out the plot.	Do the plots always succeed?	(r) Yes　　　　　　　　　　　No (u)	u	m	62	2	Attach
AttachLow	Down at the pub, Ollie gossiped about the daughter of the nurses who were at church last Sunday in grimy shorts.	Where was Ollie?	(r) A pub　　　　　　　　　　　A church (u)	r	m	63	2	Attach
AttachMulti	At the summit, Ursula warmly greeted the advisors of the tycoons who snowboard in Aspen in January.	Who snowboards?	(r) The advisors　　　　　　　　　　　The tycoons (u)	NA	m	67	2	Attach
AttachHigh	Rosalina testified against the detectives of the senator who were caught spying on his colleagues.	Who got caught spying?	(r) The detectives　　　　　　　　　　　The senator (u)	r	m	68	2	Attach
AttachLow	Before the exhibition, Silas telephoned the friend of the bodybuilders who write fan fiction about Batman.	Who writes fan fiction?	(r) The friend　　　　　　　　　　　The bodybuilders (u)	u	m	69	2	Attach
AttachMulti	Gerald introduced himself to the niece of the billionaire who sails vintage yachts around the Vineyard.	What kind of yachts were sailed?	(r) Old ones　　　　　　　　　　　Contemporary ones (u)	r	n	52	2	Attach
AttachHigh	At the potluck, Marcus chatted with the aunt of the nuns who bakes sugar cookies with cute designs.	What kind of cookies were they?	(r) Oatmeal cookies　　　　　　　　　　　Sugar cookies (u)	u	n	53	2	Attach
AttachLow	During the budget negotiation, Janet charmed the assistants of the executive who decides almost everything in secret.	What was the venue?	(r) A casual party　　　　　　　　　　　A business meeting (u)	u	n	54	2	Attach
AttachMulti	Karl recognized the hostage of the pirate who was on TV this morning on the local news.	Who was on TV this morning?	(r) The hostage　　　　　　　　　　　The pirate (u)	NA	n	58	2	Attach
AttachHigh	During the play, we all heckled the murderer of the princes who was disguised as a peasant from nearby Trosselheim.	Who dressed as a peasant?	(r) The murderer　　　　　　　　　　　The princes (u)	r	n	59	2	Attach
AttachLow	At the charity show, Noreen nodded to the sidekicks of the actor who was juggling sharp knives and glass bottles.	Who juggled sharp knives?	(r) The sidekicks　　　　　　　　　　　The actor (u)	u	n	60	2	Attach
AttachMulti	From the lounge everyone could see the pilots of the millionaires who were distrusted by everyone at the company.	Who could everyone see?	(r) Pilots　　　　　　　　　　　Millionaires (u)	r	n	64	2	Attach
AttachHigh	On the news they showed the accomplices of the thief who were indicted for stealing the Mona Lisa.	Where did they show the accomplices?	(r) A documentary　　　　　　　　　　　The news (u)	u	n	65	2	Attach
AttachLow	Everyone at the party groaned at the bodyguard of the divas who smoke clove cigarettes constantly.	What type of cigarettes are smoked?	(r) Menthol　　　　　　　　　　　Clove (u)	u	n	66	2	Attach
AttachMulti	At her orientation, Tamara recently met the nephews of the professors who paint beautiful portraits of local celebrities.	Who paints portraits?	(r) The nephews　　　　　　　　　　　The professors (u)	NA	n	70	2	Attach
AttachHigh	Everyone at the coffee shop sympathized with the couriers of the florist who were complaining about the weather.	Who complained about the weather?	(r) The couriers　　　　　　　　　　　The florist (u)	r	n	71	2	Attach
AttachLow	Despite the good press, we didn't really like the commander of the soldiers who whistle very loudly and for no reason at all.	Who whistles loudly?	(r) The commander　　　　　　　　　　　The soldiers (u)	u	n	72	2	Attach
AttachHigh	In the lobby, Clyde bumped into the chauffeur of the CEOs who is reckless and very unpopular with the company.	Where was Clyde?	(r) In the lobby　　　　　　　　　　　At the company's offices (u)	r	o	49	2	Attach
AttachLow	Edwin has been reading about the sisters of the actor who was visiting the resort in Death Valley.	Where was the resort?	(r) The desert　　　　　　　　　　　The seaside (u)	r	o	50	2	Attach
AttachMulti	From the gallery, Franny observed the nurse of the surgeon who was in charge of the operation currently underway.	Where was Franny?	(r) The gallery　　　　　　　　　　　The operating room (u)	r	o	51	2	Attach
AttachHigh	On the fishing trip, we laughed at the uncle of the sailors who was confused about the motor on the boat.	Who got confused?	(r) The uncle　　　　　　　　　　　The sailors (u)	r	o	55	2	Attach
AttachLow	At trial, we scrutinized the prisoners of the FBI agent who was lying about the incident at the casino.	Who lied?	(r) The prisoners　　　　　　　　　　　The FBI agent (u)	u	o	56	2	Attach
AttachMulti	During the demonstration, someone photographed the soldier of the lieutenant who was camouflaged and hiding in the trees.	Who hid in the trees?	(r) The soldier　　　　　　　　　　　The lieutenant (u)	NA	o	57	2	Attach
AttachHigh	No one quite knew how to respond to the buddies of the janitor who burp without excusing themselves.	Did everyone excuse themselves?	(r) Yes　　　　　　　　　　　No (u)	u	o	61	2	Attach
AttachLow	The cunning Wally outmaneuvered the henchman of the villains who often fail to carry out the plot.	Do the plots always succeed?	(r) Yes　　　　　　　　　　　No (u)	u	o	62	2	Attach
AttachMulti	Down at the pub, Ollie gossiped about the daughters of the nurses who were at church last Sunday in grimy shorts.	Where was Ollie?	(r) A pub　　　　　　　　　　　A church (u)	r	o	63	2	Attach
AttachHigh	At the summit, Ursula warmly greeted the advisors of the tycoon who snowboard in Aspen in January.	Who snowboards?	(r) The advisors　　　　　　　　　　　The tycoon (u)	r	o	67	2	Attach
AttachLow	Rosalina testified against the detective of the senators who were caught spying on his colleagues.	Who got caught spying?	(r) The detective　　　　　　　　　　　The senators (u)	u	o	68	2	Attach
AttachMulti	Before the exhibition, Silas telephoned the friends of the bodybuilders who write fan fiction about Batman.	Who writes fan fiction?	(r) The friends　　　　　　　　　　　The bodybuilders (u)	NA	o	69	2	Attach
AttachHigh	Gerald introduced himself to the niece of the billionaires who sails vintage yachts around the Vineyard.	What kind of yachts were sailed?	(r) Old ones　　　　　　　　　　　Contemporary ones (u)	r	p	52	2	Attach
AttachLow	At the potluck, Marcus chatted with the aunts of the nun who bakes sugar cookies with cute designs.	What kind of cookies were they?	(r) Oatmeal cookies　　　　　　　　　　　Sugar cookies (u)	u	p	53	2	Attach
AttachMulti	During the budget negotiation, Janet charmed the assistant of the executive who decides almost everything in secret.	What was the venue?	(r) A casual party　　　　　　　　　　　A business meeting (u)	u	p	54	2	Attach
AttachHigh	Karl recognized the hostage of the pirates who was on TV this morning on the local news.	Who was on TV this morning?	(r) The hostage　　　　　　　　　　　The pirates (u)	r	p	58	2	Attach
AttachLow	During the play, we all heckled the murderers of the prince who was disguised as a peasant from nearby Trosselheim.	Who dressed as a peasant?	(r) The murderers　　　　　　　　　　　The prince (u)	u	p	59	2	Attach
AttachMulti	At the charity show, Noreen nodded to the sidekick of the actor who was juggling sharp knives and glass bottles.	Who juggled sharp knives?	(r) The sidekick　　　　　　　　　　　The actor (u)	NA	p	60	2	Attach
AttachHigh	From the lounge everyone could see the pilots of the millionaire who were distrusted by everyone at the company.	Who could everyone see?	(r) Pilots　　　　　　　　　　　Millionaires (u)	r	p	64	2	Attach
AttachLow	On the news they showed the accomplice of the thieves who were indicted for stealing the Mona Lisa.	Where did they show the accomplices?	(r) A documentary　　　　　　　　　　　The news (u)	u	p	65	2	Attach
AttachMulti	Everyone at the party groaned at the bodyguards of the divas who smoke clove cigarettes constantly.	What type of cigarettes are smoked?	(r) Menthol　　　　　　　　　　　Clove (u)	u	p	66	2	Attach
AttachHigh	At her orientation, Tamara recently met the nephews of the professor who paint beautiful portraits of local celebrities.	Who paints portraits?	(r) The nephews　　　　　　　　　　　The professor (u)	r	p	70	2	Attach
AttachLow	Everyone at the coffee shop sympathized with the courier of the florists who were complaining about the weather.	Who complained about the weather?	(r) The courier　　　　　　　　　　　The florists (u)	u	p	71	2	Attach
AttachMulti	Despite the good press, we didn't really like the commanders of the soldiers who whistle very loudly and for no reason at all.	Who whistles loudly?	(r) The commanders　　　　　　　　　　　The soldiers (u)	NA	p	72	2	Attach
AttachLow	In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.	Where was Clyde?	(r) In the lobby　　　　　　　　　　　At the company's offices (u)	r	q	49	2	Attach
AttachMulti	Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.	Where was the resort?	(r) The desert　　　　　　　　　　　The seaside (u)	r	q	50	2	Attach
AttachHigh	From the gallery, Franny observed the nurse of the surgeons who was in charge of the operation currently underway.	Where was Franny?	(r) The gallery　　　　　　　　　　　The operating room (u)	r	q	51	2	Attach
AttachLow	On the fishing trip, we laughed at the uncles of the sailor who was confused about the motor on the boat.	Who got confused?	(r) The uncles　　　　　　　　　　　The sailor (u)	u	q	55	2	Attach
AttachMulti	At trial, we scrutinized the prisoner of the FBI agent who was lying about the incident at the casino.	Who lied?	(r) The prisoner　　　　　　　　　　　The FBI agent (u)	NA	q	56	2	Attach
AttachHigh	During the demonstration, someone photographed the soldier of the lieutenants who was camouflaged and hiding in the trees.	Who hid in the trees?	(r) The soldier　　　　　　　　　　　The lieutenants (u)	r	q	57	2	Attach
AttachLow	No one quite knew how to respond to the buddy of the janitors who burp without excusing themselves.	Did everyone excuse themselves?	(r) Yes　　　　　　　　　　　No (u)	u	q	61	2	Attach
AttachMulti	The cunning Wally outmaneuvered the henchmen of the villains who often fail to carry out the plot.	Do the plots always succeed?	(r) Yes　　　　　　　　　　　No (u)	u	q	62	2	Attach
AttachHigh	Down at the pub, Ollie gossiped about the daughters of the nurse who were at church last Sunday in grimy shorts.	Where was Ollie?	(r) A pub　　　　　　　　　　　A church (u)	r	q	63	2	Attach
AttachLow	At the summit, Ursula warmly greeted the advisor of the tycoons who snowboard in Aspen in January.	Who snowboards?	(r) The advisor　　　　　　　　　　　The tycoons (u)	u	q	67	2	Attach
AttachMulti	Rosalina testified against the detectives of the senators who were caught spying on his colleagues.	Who got caught spying?	(r) The detectives　　　　　　　　　　　The senators (u)	NA	q	68	2	Attach
AttachHigh	Before the exhibition, Silas telephoned the friends of the bodybuilder who write fan fiction about Batman.	Who writes fan fiction?	(r) The friends　　　　　　　　　　　The bodybuilder (u)	r	q	69	2	Attach
AttachLow	Gerald introduced himself to the nieces of the billionaire who sails vintage yachts around the Vineyard.	What kind of yachts were sailed?	(r) Old ones　　　　　　　　　　　Contemporary ones (u)	r	r	52	2	Attach
AttachMulti	At the potluck, Marcus chatted with the aunt of the nun who bakes sugar cookies with cute designs.	What kind of cookies were they?	(r) Oatmeal cookies　　　　　　　　　　　Sugar cookies (u)	u	r	53	2	Attach
AttachHigh	During the budget negotiation, Janet charmed the assistant of the executives who decides almost everything in secret.	What was the venue?	(r) A casual party　　　　　　　　　　　A business meeting (u)	u	r	54	2	Attach
AttachLow	Karl recognized the hostages of the pirate who was on TV this morning on the local news.	Who was on TV this morning?	(r) The hostages　　　　　　　　　　　The pirate (u)	u	r	58	2	Attach
AttachMulti	During the play, we all heckled the murderer of the prince who was disguised as a peasant from nearby Trosselheim.	Who dressed as a peasant?	(r) The murderer　　　　　　　　　　　The prince (u)	NA	r	59	2	Attach
AttachHigh	At the charity show, Noreen nodded to the sidekick of the actors who was juggling sharp knives and glass bottles.	Who juggled sharp knives?	(r) The sidekick　　　　　　　　　　　The actors (u)	r	r	60	2	Attach
AttachLow	From the lounge everyone could see the pilot of the millionaires who were distrusted by everyone at the company.	Who could everyone see?	(r) Pilots　　　　　　　　　　　Millionaires (u)	r	r	64	2	Attach
AttachMulti	On the news they showed the accomplices of the thieves who were indicted for stealing the Mona Lisa.	Where did they show the accomplices?	(r) A documentary　　　　　　　　　　　The news (u)	u	r	65	2	Attach
AttachHigh	Everyone at the party groaned at the bodyguards of the diva who smoke clove cigarettes constantly.	What type of cigarettes are smoked?	(r) Menthol　　　　　　　　　　　Clove (u)	u	r	66	2	Attach
AttachLow	At her orientation, Tamara recently met the nephew of the professors who paint beautiful portraits of local celebrities.	Who paints portraits?	(r) The nephew　　　　　　　　　　　The professors (u)	u	r	70	2	Attach
AttachMulti	Everyone at the coffee shop sympathized with the couriers of the florists who were complaining about the weather.	Who complained about the weather?	(r) The couriers　　　　　　　　　　　The florists (u)	NA	r	71	2	Attach
AttachHigh	Despite the good press, we didn't really like the commanders of the soldier who whistle very loudly and for no reason at all.	Who whistles loudly?	(r) The commanders　　　　　　　　　　　The soldier (u)	r	r	72	2	Attach
UNAGREE	When the magician moves, the cards disappears mysteriously from his assistant's hand.	Do the cards ever disappear?	(r) Yes　　　　　　　　　　　No (u)	r	a	3	3	agreement
UNAGREE	When the lecturer stops, her audiences needs several minutes to reflect on the content.	Does the lecturer stop her audiences?	(r) Yes　　　　　　　　　　　No (u)	u	a	8	3	agreement
UNAGREE	After the worst team loses, the tournaments remains essentially the same for the rest of the year.	Does the loss of the worst team matter to the tournaments?	(r) Yes　　　　　　　　　　　No (u)	u	a	10	3	agreement
UNAGREE	Unless the dog attacks, the cats remains relatively tranquil throughout the day.	Do the cats usually remain calm?	(r) Yes　　　　　　　　　　　No (u)	r	a	16	3	agreement
AGREE	Until the lead architect leaves, the project demands immense patience from the engineers.	Has the lead architect left?	(r) Yes　　　　　　　　　　　No (u)	u	a	17	3	agreement
AGREE	Even if the mother calls, her boy continues causing problems with the other kids on the playground.	Does the boy behave himself after his mother calls?	(r) Yes　　　　　　　　　　　No (u)	u	a	19	3	agreement
AGREE	Once the head surgeon begins, the operation achieves incredible results given the risks involved.	Is the operation successful?	(r) Yes　　　　　　　　　　　No (u)	r	a	21	3	agreement
AGREE	After the producer starts, the audition separates mediocre actors from talented ones.	Do some actors perform better than others at the auditions?	(r) Yes　　　　　　　　　　　No (u)	r	a	23	3	agreement
AGREE	After the esteemed reviewer reads, the book gains more attention due to his glowing praise.	Does the esteemed reviewer like the book?	(r) Yes　　　　　　　　　　　No (u)	r	b	6	3	agreement
AGREE	When the lecturer stops, her audience needs several minutes to reflect on the content.	Does the lecturer stop her audience?	(r) Yes　　　　　　　　　　　No (u)	u	b	8	3	agreement
UNAGREE	When the supervisor works, the shifts seems unnecessarily stressful on a Friday night.	Does the supervisor sometimes work on a Friday night?	(r) Yes　　　　　　　　　　　No (u)	r	b	12	3	agreement
AGREE	Unless the dog attacks, the cat remains relatively tranquil throughout the day.	Does the cat usually remain calm?	(r) Yes　　　　　　　　　　　No (u)	r	b	16	3	agreement
UNAGREE	Until the lead architect leaves, the projects demands immense patience from the engineers.	Has the lead architect left?	(r) Yes　　　　　　　　　　　No (u)	u	b	17	3	agreement
UNAGREE	Even if the mother calls, her boys continues causing problems with the other kids on the playground.	Do the boys behave themselves after their mother calls?	(r) Yes　　　　　　　　　　　No (u)	u	b	19	3	agreement
UNAGREE	Once the head surgeon begins, the operations achieves incredible results given the risks involved.	Are the operations successful?	(r) Yes　　　　　　　　　　　No (u)	r	b	21	3	agreement
AGREE	After the producer starts, the audition separates mediocre actors from talented ones.	Do some actors perform better than others at the auditions?	(r) Yes　　　　　　　　　　　No (u)	r	b	23	3	agreement
UNAGREE	If the supervisor changes, the schedules deserves further inspection by the rest of the staff.	Do the schedules ever deserve closer inspection?	(r) Yes　　　　　　　　　　　No (u)	r	c	1	3	agreement
AGREE	When the magician moves, the card disappears mysteriously from his assistant's hand.	Does the card ever disappear?	(r) Yes　　　　　　　　　　　No (u)	r	c	3	3	agreement
AGREE	After the worst team loses, the tournament remains essentially the same for the rest of the year.	Does the loss of the worst team matter to the tournament?	(r) Yes　　　　　　　　　　　No (u)	u	c	10	3	agreement
AGREE	When the supervisor works, the shift seems unnecessarily stressful on a Friday night.	Does the supervisor sometimes work on a Friday night?	(r) Yes　　　　　　　　　　　No (u)	r	c	12	3	agreement
AGREE	Until the lead architect leaves, the project demands immense patience from the engineers.	Has the lead architect left?	(r) Yes　　　　　　　　　　　No (u)	u	c	17	3	agreement
UNAGREE	After the tutor stops, the students starts working independently on the questions.	Does the tutor stop the students?	(r) Yes　　　　　　　　　　　No (u)	u	c	20	3	agreement
UNAGREE	Once the head surgeon begins, the operations achieves incredible results given the risks involved.	Are the operations successful?	(r) Yes　　　　　　　　　　　No (u)	r	c	21	3	agreement
UNAGREE	After the producer starts, the auditions separates mediocre actors from talented ones.	Do some actors perform better than others at the audition?	(r) Yes　　　　　　　　　　　No (u)	r	c	23	3	agreement
AGREE	If the supervisor changes, the schedule deserves further inspection by the rest of the staff.	Does the schedule ever deserve closer inspection?	(r) Yes　　　　　　　　　　　No (u)	r	d	1	3	agreement
UNAGREE	When the magician moves, the cards disappears mysteriously from his assistant's hand.	Do the cards ever disappear?	(r) Yes　　　　　　　　　　　No (u)	r	d	3	3	agreement
UNAGREE	Whenever the nurse calls, the doctors stops working immediately to check on the patient.	Does the nurse call the patient?	(r) Yes　　　　　　　　　　　No (u)	u	d	7	3	agreement
AGREE	When the lecturer stops, her audience needs several minutes to reflect on the content.	Does the lecturer stop her audience?	(r) Yes　　　　　　　　　　　No (u)	u	d	8	3	agreement
UNAGREE	After the worst team loses, the tournaments remains essentially the same for the rest of the year.	Does the loss of the worst team matter to the tournaments?	(r) Yes　　　　　　　　　　　No (u)	u	d	10	3	agreement
AGREE	When the supervisor works, the shift seems unnecessarily stressful on a Friday night.	Does the supervisor sometimes work on a Friday night?	(r) Yes　　　　　　　　　　　No (u)	r	d	12	3	agreement
AGREE	Once the head surgeon begins, the operation achieves incredible results given the risks involved.	Is the operation successful?	(r) Yes　　　　　　　　　　　No (u)	r	d	21	3	agreement
UNAGREE	After the producer starts, the auditions separates mediocre actors from talented ones.	Do some actors perform better than others at the audition?	(r) Yes　　　　　　　　　　　No (u)	r	d	23	3	agreement
UNAGREE	After the esteemed reviewer reads, the books gains more attention due to his glowing praise.	Does the esteemed reviewer like the books?	(r) Yes　　　　　　　　　　　No (u)	r	e	6	3	agreement
AGREE	Whenever the nurse calls, the doctor stops working immediately to check on the patient.	Does the nurse call the patient?	(r) Yes　　　　　　　　　　　No (u)	u	e	7	3	agreement
AGREE	After the worst team loses, the tournament remains essentially the same for the rest of the year.	Does the loss of the worst team matter to the tournament?	(r) Yes　　　　　　　　　　　No (u)	u	e	10	3	agreement
UNAGREE	After the diplomat signs, the agreements creates another border conflict as a side effect.	Do the agreements lead to peace?	(r) Yes　　　　　　　　　　　No (u)	u	e	14	3	agreement
UNAGREE	Whenever the reporter moves, the cameras requires constant adjustment from the director.	Does the director move the camera?	(r) Yes　　　　　　　　　　　No (u)	r	e	15	3	agreement
AGREE	After the tutor stops, the student starts working independently on the questions.	Does the tutor stop the student?	(r) Yes　　　　　　　　　　　No (u)	u	e	20	3	agreement
AGREE	Once the head surgeon begins, the operation achieves incredible results given the risks involved.	Is the operation successful?	(r) Yes　　　　　　　　　　　No (u)	r	e	21	3	agreement
UNAGREE	However hard the scientist works, his experiments produces smaller amounts of alcohol than expected.	Do the experiments produce excessive alcohol?	(r) Yes　　　　　　　　　　　No (u)	u	e	24	3	agreement
UNAGREE	After the esteemed reviewer reads, the books gains more attention due to his glowing praise.	Does the esteemed reviewer like the books?	(r) Yes　　　　　　　　　　　No (u)	r	f	6	3	agreement
UNAGREE	Whenever the nurse calls, the doctors stops working immediately to check on the patient.	Does the nurse call the patient?	(r) Yes　　　　　　　　　　　No (u)	u	f	7	3	agreement
AGREE	After the diplomat signs, the agreement creates another border conflict as a side effect.	Does the agreement lead to peace?	(r) Yes　　　　　　　　　　　No (u)	u	f	14	3	agreement
AGREE	Whenever the reporter moves, the camera requires constant adjustment from the director.	Does the director move the camera?	(r) Yes　　　　　　　　　　　No (u)	r	f	15	3	agreement
AGREE	Unless the dog attacks, the cat remains relatively tranquil throughout the day.	Does the cat usually remain calm?	(r) Yes　　　　　　　　　　　No (u)	r	f	16	3	agreement
UNAGREE	Until the lead architect leaves, the projects demands immense patience from the engineers.	Has the lead architect left?	(r) Yes　　　　　　　　　　　No (u)	u	f	17	3	agreement
UNAGREE	After the tutor stops, the students starts working independently on the questions.	Does the tutor stop the students?	(r) Yes　　　　　　　　　　　No (u)	u	f	20	3	agreement
AGREE	However hard the scientist works, his experiment produces smaller amounts of alcohol than expected.	Does the experiment produce excessive alcohol?	(r) Yes　　　　　　　　　　　No (u)	u	f	24	3	agreement
UNAGREE	Whenever the lawyer leaves, his clients appears increasingly uncomfortable in the courtroom.	Do the clients always look comfortable in the courtroom?	(r) Yes　　　　　　　　　　　No (u)	u	g	5	3	agreement
AGREE	Whenever the nurse calls, the doctor stops working immediately to check on the patient.	Does the nurse call the patient?	(r) Yes　　　　　　　　　　　No (u)	u	g	7	3	agreement
UNAGREE	After the worst team loses, the tournaments remains essentially the same for the rest of the year.	Does the loss of the worst team matter to the tournaments?	(r) Yes　　　　　　　　　　　No (u)	u	g	10	3	agreement
UNAGREE	After the diplomat signs, the agreements creates another border conflict as a side effect.	Do the agreements lead to peace?	(r) Yes　　　　　　　　　　　No (u)	u	g	14	3	agreement
AGREE	Whenever the reporter moves, the camera requires constant adjustment from the director.	Does the director move the camera?	(r) Yes　　　　　　　　　　　No (u)	r	g	15	3	agreement
AGREE	After the tutor stops, the student starts working independently on the questions.	Does the tutor stop the student?	(r) Yes　　　　　　　　　　　No (u)	u	g	20	3	agreement
AGREE	Once the head surgeon begins, the operation achieves incredible results given the risks involved.	Is the operation successful?	(r) Yes　　　　　　　　　　　No (u)	r	g	21	3	agreement
UNAGREE	However hard the scientist works, his experiments produces smaller amounts of alcohol than expected.	Do the experiments produce excessive alcohol?	(r) Yes　　　　　　　　　　　No (u)	u	g	24	3	agreement
UNAGREE	If the supervisor changes, the schedules deserves further inspection by the rest of the staff.	Do the schedules ever deserve closer inspection?	(r) Yes　　　　　　　　　　　No (u)	r	h	1	3	agreement
AGREE	When the magician moves, the card disappears mysteriously from his assistant's hand.	Does the card ever disappear?	(r) Yes　　　　　　　　　　　No (u)	r	h	3	3	agreement
AGREE	Whenever the lawyer leaves, his client appears increasingly uncomfortable in the courtroom.	Does the client always look comfortable in the courtroom?	(r) Yes　　　　　　　　　　　No (u)	u	h	5	3	agreement
AGREE	After the esteemed reviewer reads, the book gains more attention due to his glowing praise.	Does the esteemed reviewer like the book?	(r) Yes　　　　　　　　　　　No (u)	r	h	6	3	agreement
AGREE	When the supervisor works, the shift seems unnecessarily stressful on a Friday night.	Does the supervisor sometimes work on a Friday night?	(r) Yes　　　　　　　　　　　No (u)	r	h	12	3	agreement
UNAGREE	After the diplomat signs, the agreements creates another border conflict as a side effect.	Do the agreements lead to peace?	(r) Yes　　　　　　　　　　　No (u)	u	h	14	3	agreement
UNAGREE	Unless the dog attacks, the cats remains relatively tranquil throughout the day.	Do the cats usually remain calm?	(r) Yes　　　　　　　　　　　No (u)	r	h	16	3	agreement
UNAGREE	Even if the mother calls, her boys continues causing problems with the other kids on the playground.	Do the boys behave themselves after their mother calls?	(r) Yes　　　　　　　　　　　No (u)	u	h	19	3	agreement
AGREE	If the supervisor changes, the schedule deserves further inspection by the rest of the staff.	Does the schedule ever deserve closer inspection?	(r) Yes　　　　　　　　　　　No (u)	r	i	1	3	agreement
UNAGREE	After the esteemed reviewer reads, the books gains more attention due to his glowing praise.	Does the esteemed reviewer like the books?	(r) Yes　　　　　　　　　　　No (u)	r	i	6	3	agreement
UNAGREE	When the actress begins, the scenes fails dramatically despite the months she spent rehearsing.	Did the actress rehearse extensively?	(r) Yes　　　　　　　　　　　No (u)	r	i	9	3	agreement
UNAGREE	When the supervisor works, the shifts seems unnecessarily stressful on a Friday night.	Does the supervisor sometimes work on a Friday night?	(r) Yes　　　　　　　　　　　No (u)	r	i	12	3	agreement
AGREE	Whenever the reporter moves, the camera requires constant adjustment from the director.	Does the director move the camera?	(r) Yes　　　　　　　　　　　No (u)	r	i	15	3	agreement
AGREE	Until the lead architect leaves, the project demands immense patience from the engineers.	Has the lead architect left?	(r) Yes　　　　　　　　　　　No (u)	u	i	17	3	agreement
AGREE	Even if the mother calls, her boy continues causing problems with the other kids on the playground.	Does the boy behave himself after his mother calls?	(r) Yes　　　　　　　　　　　No (u)	u	i	19	3	agreement
UNAGREE	After the tutor stops, the students starts working independently on the questions.	Does the tutor stop the students?	(r) Yes　　　　　　　　　　　No (u)	u	i	20	3	agreement
UNAGREE	If the supervisor changes, the schedules deserves further inspection by the rest of the staff.	Do the schedules ever deserve closer inspection?	(r) Yes　　　　　　　　　　　No (u)	r	j	1	3	agreement
UNAGREE	Whenever the nurse calls, the doctors stops working immediately to check on the patient.	Does the nurse call the patient?	(r) Yes　　　　　　　　　　　No (u)	u	j	7	3	agreement
AGREE	When the actress begins, the scene fails dramatically despite the months she spent rehearsing.	Did the actress rehearse extensively?	(r) Yes　　　　　　　　　　　No (u)	r	j	9	3	agreement
UNAGREE	Whenever the reporter moves, the cameras requires constant adjustment from the director.	Does the director move the camera?	(r) Yes　　　　　　　　　　　No (u)	r	j	15	3	agreement
UNAGREE	Unless the dog attacks, the cats remains relatively tranquil throughout the day.	Do the cats usually remain calm?	(r) Yes　　　　　　　　　　　No (u)	r	j	16	3	agreement
AGREE	After the tutor stops, the student starts working independently on the questions.	Does the tutor stop the student?	(r) Yes　　　　　　　　　　　No (u)	u	j	20	3	agreement
AGREE	After the producer starts, the audition separates mediocre actors from talented ones.	Do some actors perform better than others at the auditions?	(r) Yes　　　　　　　　　　　No (u)	r	j	23	3	agreement
AGREE	However hard the scientist works, his experiment produces smaller amounts of alcohol than expected.	Does the experiment produce excessive alcohol?	(r) Yes　　　　　　　　　　　No (u)	u	j	24	3	agreement
UNAGREE	Whenever the lawyer leaves, his clients appears increasingly uncomfortable in the courtroom.	Do the clients always look comfortable in the courtroom?	(r) Yes　　　　　　　　　　　No (u)	u	k	5	3	agreement
AGREE	After the esteemed reviewer reads, the book gains more attention due to his glowing praise.	Does the esteemed reviewer like the book?	(r) Yes　　　　　　　　　　　No (u)	r	k	6	3	agreement
AGREE	Whenever the nurse calls, the doctor stops working immediately to check on the patient.	Does the nurse call the patient?	(r) Yes　　　　　　　　　　　No (u)	u	k	7	3	agreement
UNAGREE	When the lecturer stops, her audiences needs several minutes to reflect on the content.	Does the lecturer stop her audiences?	(r) Yes　　　　　　　　　　　No (u)	u	k	8	3	agreement
UNAGREE	When the actress begins, the scenes fails dramatically despite the months she spent rehearsing.	Did the actress rehearse extensively?	(r) Yes　　　　　　　　　　　No (u)	r	k	9	3	agreement
AGREE	After the worst team loses, the tournament remains essentially the same for the rest of the year.	Does the loss of the worst team matter to the tournament?	(r) Yes　　　　　　　　　　　No (u)	u	k	10	3	agreement
AGREE	Unless the dog attacks, the cat remains relatively tranquil throughout the day.	Does the cat usually remain calm?	(r) Yes　　　　　　　　　　　No (u)	r	k	16	3	agreement
